     	proc  	id   	;    	begin  	end   	*    	record integer 	real  	[    	num   	]    	=    	+    	(    	)    	-    	or   	and   	not   	true  	false  	<    	<=   	==   	!=   	>    	>=   	if   	then  	else  	while  	do   	call  	,    	$    	P'   	P    	S    	D    	T    	X    	C    	N1   	N2   	E    	E1   	E2   	L    	B    	B1   	B2   	R    	S1   	S2   	S0   	S3   	M0   	M    	N    	EL   
238   	     	     	     	     	     	r24   	     	     	     	s239  	     	     	     	r24   	     	     	     	r24   	r24   	     	     	     	     	     	     	     	     	     	     	r24   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
239   	     	s10   	     	     	     	     	     	     	     	     	s9   	     	     	     	s13   	     	s12   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	240   	17   	16   	7    	     	     	     	     	     	     	     	     	     	     	     	     
240   	     	     	     	     	     	     	     	     	     	     	     	s241  	     	s21   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
241   	     	     	     	     	     	r27   	     	     	     	r27   	     	     	     	r27   	     	     	     	r27   	r27   	     	     	     	     	     	     	     	     	     	     	r27   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
242   	     	s238  	     	     	     	     	     	     	     	     	s237  	     	     	     	s243  	     	s242  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	250   	247   	246   	233   	     	     	     	     	     	     	     	     	     	     	     	     
243   	     	s25   	     	     	     	     	     	     	     	     	s24   	     	     	     	s30   	     	s29   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	244   	32   	31   	14   	     	     	     	     	     	     	     	     	     	     	     	     
244   	     	     	     	     	     	     	     	     	     	     	     	     	     	s36   	     	s245  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
245   	     	     	     	     	     	r22   	     	     	     	     	     	     	     	r22   	     	     	     	r22   	r22   	     	     	     	     	     	     	     	     	     	     	r22   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
246   	     	     	     	     	     	r21   	     	     	     	     	     	     	     	r21   	     	     	     	r21   	r21   	     	     	     	     	     	     	     	     	     	     	r21   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
247   	     	     	     	     	     	s248  	     	     	     	     	     	     	     	r19   	     	     	     	r19   	r19   	     	     	     	     	     	     	     	     	     	     	r19   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
248   	     	s238  	     	     	     	     	     	     	     	     	s237  	     	     	     	s243  	     	s242  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	249   	233   	     	     	     	     	     	     	     	     	     	     	     	     
249   	     	     	     	     	     	r20   	     	     	     	     	     	     	     	r20   	     	     	     	r20   	r20   	     	     	     	     	     	     	     	     	     	     	r20   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
250   	     	     	     	     	     	r23   	     	     	     	     	     	     	     	s251  	     	     	     	r23   	r23   	     	     	     	     	     	     	     	     	     	     	r23   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
251   	     	s238  	     	     	     	     	     	     	     	     	s237  	     	     	     	s243  	     	s242  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	252   	246   	233   	     	     	     	     	     	     	     	     	     	     	     	     
252   	     	     	     	     	     	s248  	     	     	     	     	     	     	     	r18   	     	     	     	r18   	r18   	     	     	     	     	     	     	     	     	     	     	r18   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
253   	     	     	     	     	     	s248  	     	     	     	     	     	     	     	r19   	     	     	     	r19   	r19   	     	     	     	     	     	     	     	     	     	     	r19   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
254   	     	     	     	     	     	     	     	     	     	     	     	     	     	s255  	     	     	     	r35   	r35   	     	     	     	     	     	     	     	     	     	     	r35   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
255   	     	s238  	     	     	     	     	     	     	     	     	s237  	     	     	     	s243  	     	s242  	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	256   	246   	233   	     	     	     	     	     	     	     	     	     	     	     	     
256   	     	     	     	     	     	s248  	     	     	     	     	     	     	     	r18   	     	     	     	r18   	r18   	     	     	     	     	     	     	     	     	     	     	r18   	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     	     
